ABBREVIATION,TITLE
BOL. LATINOAM. CARIBE PLANT. MED. AROMAT.,BOLETIN LATINOAMERICANO Y DEL CARIBE DE PLANTAS MEDICINALES Y AROMATICAS
BOL. SOC. CHIL. QUIM.,BOLETIN DE LA SOCIEDAD CHILENA DE QUIMICA
BOL. SOC. ESP. CERAM. VIDRIO,BOLETIN DE LA SOCIEDAD ESPANOLA DE CERAMICA Y VIDRIO
BOL. TEC. PROD. PET.,BOLETIM TECNICO DA PRODUCAO DE PETROLEO
BOLL. CHIM. IG.,BOLLETTINO DEI CHIMICI IGIENISTI
BOLL. STOR. SCI. MAT.,BOLLETTINO DI STORIA DELLE SCIENZE MATEMATICHE
BOLL. UNIONE ITAL CHIM. IG.,BOLLETTINO - UNIONE ITALIANA CHIMICI IGIENISTI
BONE MARROW TRANSPLANT.,BONE MARROW TRANSPLANTATION
BONE REP.,BONE REPORTS
BONE RES.,BONE RESEARCH
BOREAL ENVIRON. RES.,BOREAL ENVIRONMENT RESEARCH
BOT. J. LINN. SOC.,BOTANICAL JOURNAL OF THE LINNEAN SOCIETY
BOT. LETT.,BOTANY LETTERS
BOT. MAR.,BOTANICA MARINA
BOT. MUS. LEAFL. HARV. UNIV.,"BOTANICAL MUSEUM LEAFLETS, HARVARD UNIVERSITY"
BOT. REV.,BOTANICAL REVIEW
BOUNDARY LAYER METEOROL.,BOUNDARY-LAYER METEOROLOGY
BOUNDARY VALUE PROBL.,BOUNDARY VALUE PROBLEMS
BR. CERAM. TRANS.,BRITISH CERAMIC TRANSACTIONS
BR. CORROS. J.,BRITISH CORROSION JOURNAL
BR. DENT. J.,BRITISH DENTAL JOURNAL
BR. FOOD J.,BRITISH FOOD JOURNAL
BR. J. ADDICT.,BRITISH JOURNAL OF ADDICTION
BR. J. ADDICT. ALCOHOL OTHER DRUGS,BRITISH JOURNAL OF ADDICTION TO ALCOHOL & OTHER DRUGS
BR. J. ANIM. BEHAV.,BRITISH JOURNAL OF ANIMAL BEHAVIOUR
BR. J. APPL. PHYS.,BRITISH JOURNAL OF APPLIED PHYSICS
BR. J. BIOMED. SCI.,BRITISH JOURNAL OF BIOMEDICAL SCIENCE
BR. J. CANCER,BRITISH JOURNAL OF CANCER
BR. J. CLIN. PHARMACOL.,BRITISH JOURNAL OF CLINICAL PHARMACOLOGY
BR. J. HAEMATOL.,BRITISH JOURNAL OF HAEMATOLOGY
BR. J. HIST. MATH.,BRITISH JOURNAL FOR THE HISTORY OF MATHEMATICS
BR. J. HIST. SCI.,BRITISH JOURNAL FOR THE HISTORY OF SCIENCE
BR. J. MATH. STAT. PSYCHOL.,BRITISH JOURNAL OF MATHEMATICAL AND STATISTICAL PSYCHOLOGY
BR. J. MED. PRACT.,BRITISH JOURNAL OF MEDICAL PRACTITIONERS
BR. J. NUTR.,BRITISH JOURNAL OF NUTRITION
BR. J. PHARMACOL.,BRITISH JOURNAL OF PHARMACOLOGY
BR. J. PHILOS. SCI.,BRITISH JOURNAL FOR THE PHILOSOPHY OF SCIENCE
BR. J. SPORTS MED.,BRITISH JOURNAL OF SPORTS MEDICINE
BR. POLYM. J.,BRITISH POLYMER JOURNA
BR. POULT. SCI.,BRITISH POULTRY SCIENCE
BR. VET. J.,BRITISH VETERINARY JOURNAL
BRAIN CONNECT.,BRAIN CONNECTIVITY
BRAIN IMPAIRMENT,BRAIN IMPAIRMENT
BRAIN MULTIPHYS.,BRAIN MULTIPHYSICS
BRAIN NEUROSCI. ADV.,BRAIN AND NEUROSCIENCE ADVANCES
BRAIN PATHOL.,BRAIN PATHOLOGY
BRAIN PLAST.,BRAIN PLASTICITY
BRAIN RES.,BRAIN RESEARCH
BRAIN RES. BULL.,BRAIN RESEARCH BULLETIN
BRAIN RES. PROTOC.,BRAIN RESEARCH PROTOCOLS
BRAIN RES. REV.,BRAIN RESEARCH REVIEWS
BRAIN SCI. ADV.,BRAIN SCIENCE ADVANCES
BRAIN STRUCT. FUNCT.,BRAIN STRUCTURE & FUNCTION
BRAZ. J. ANIM. SCI.,BRAZILIAN JOURNAL OF ANIMAL SCIENCE
BRAZ. J. AQUAT. SCI. TECHNOL.,BRAZILIAN JOURNAL OF AQUATIC SCIENCES AND TECHNOLOGY
BRAZ. J. CHEM.,BRAZILIAN JOURNAL OF CHEMISTRY
BRAZ. J. CHEM. ENG.,BRAZILIAN JOURNAL OF CHEMICAL ENGINEERING
BRAZ. J. FOOD TECHNOL.,BRAZILIAN JOURNAL OF FOOD TECHNOLOGY
BRAZ. J. GEOL.,BRAZILIAN JOURNAL OF GEOLOGY
BRAZ. J. MATER. SCI. ENG.,BRAZILIAN JOURNAL OF MATERIALS SCIENCE AND ENGINEERING
BRAZ. J. MICROBIOL.,BRAZILIAN JOURNAL OF MICROBIOLOGY
BRAZ. J. OCEANOGR.,BRAZILIAN JOURNAL OF OCEANOGRAPHY
BRAZ. J. PHYS.,BRAZILIAN JOURNAL OF PHYSICS
BRAZ. J. POULT. SCI.,BRAZILIAN JOURNAL OF POULTRY SCIENCE
BREED. SCI.,BREEDING SCIENCE
BRENNST.-WARME-KRAFT,BRENNSTOFF-WARME-KRAFT
BREWINGSCI. MONATSSCHR. BRAUWISS.,BREWINGSCIENCE - MONATSSCHRIFT FUR BRAUWISSENSCHAFT
BRIDGE STRUCT.,BRIDGE STRUCTURES
BRIEFINGS BIOINF.,BRIEFINGS IN BIOINFORMATICS
BRIEFINGS FUNCT. GENOMICS,BRIEFINGS IN FUNCTIONAL GENOMICS
BROWN UNIV. PSYCHOPHARMACOL. UPDATE,BROWN UNIVERSITY PSYCHOPHARMACOLOGY UPDATE
BSGF EARTH SCI. BULL.,BSGF EARTH SCIENCES BULLETIN
BUBBLE SCI. ENG. TECHNOL.,"BUBBLE SCIENCE, ENGINEERING & TECHNOLOGY"
BUILD. ACOUST.,BUILDING ACOUSTICS
BUILD. ENVIRON.,BUILDING AND ENVIRONMENT
BUILD. RES. INF.,BUILDING RESEARCH AND INFORMATION
BUILD. SCI.,BUILDING SCIENCE
BUILD. SERV. ENG. RES. TECHNOL.,BUILDING SERVICES ENGINEERING RESEARCH AND TECHNOLOGY
BUILD. SIMUL.,BUILDING SIMULATION
BULG. J. PHYS.,BULGARIAN JOURNAL OF PHYSICS
BULL. AM. MATH. SOC.,BULLETIN OF THE AMERICAN MATHEMATICAL SOCIETY
BULL. AM. METEOROL. SOC.,BULLETIN OF THE AMERICAN METEOROLOGICAL SOCIETY
BULL. AM. MUS. NAT. HIST.,BULLETIN OF THE AMERICAN MUSEUM OF NATURAL HISTORY
BULL. ASTRON. INST. NETH.,BULLETIN OF THE ASTRONOMICAL INSTITUTES OF THE NETHERLANDS
BULL. ASTRON. SOC. INDIA,BULLETIN OF THE ASTRONOMICAL SOCIETY OF INDIA
BULL. AT. SCI.,BULLETIN OF THE ATOMIC SCIENTISTS
BULL. ATMOS. SCI. TECHNOL.,BULLETIN OF ATMOSPHERIC SCIENCE AND TECHNOLOGY
BULL. AUST. MATH. SOC.,BULLETIN OF THE AUSTRALIAN MATHEMATICAL SOCIETY
BULL. BIOL. SOC. WASH.,BULLETIN OF THE BIOLOGICAL SOCIETY OF WASHINGTON
BULL. BR. MYCOL. SOC.,BULLETIN OF THE BRITISH MYCOLOGICAL SOCIETY
BULL. BR. ORNITHOL. CLUB,BULLETIN OF THE BRITISH ORNITHOLOGISTS' CLUB
BULL. BREW. SCI.,BULLETIN OF BREWING SCIENCE
BULL. CAN. BIOCHEM. SOC.,BULLETIN OF THE CANADIAN BIOCHEMICAL SOCIETY
BULL. CAN. PETROL. GEOL.,BULLETIN OF CANADIAN PETROLEUM GEOLOGY
BULL. CARNEGIE MUS. NAT. HIST.,BULLETIN OF CARNEGIE MUSEUM OF NATURAL HISTORY
BULL. CHEM. SOC. ETHIOP.,BULLETIN OF THE CHEMICAL SOCIETY OF ETHIOPIA
BULL. CHEM. SOC. JPN.,BULLETIN OF THE CHEMICAL SOCIETY OF JAPAN
BULL. CL. SCI. ACAD. R. BELG.,"BULLETIN DE LA CLASSE DES SCIENCES, ACADEMIE ROYALE DE BELGIQUE"
BULL. COUNC. BR. RES. LEVANT,BULLETIN FOR THE COUNCIL FOR BRITISH RESEARCH IN THE LEVANT BULL. COUNC. BR. RES. LEVANT
BULL. EARTHQUAKE ENG.,BULLETIN OF EARTHQUAKE ENGINEERING
BULL. ECERS,BULLETIN OF ECERS
BULL. ECOL. SOC. AM.,BULLETIN OF THE ECOLOGICAL SOCIETY OF AMERICA
BULL. ELECTROCHEM.,BULLETIN OF ELECTROCHEMISTRY
BULL. ENG. GEOL. ENVIRON.,BULLETIN OF ENGINEERING GEOLOGY AND THE ENVIRONMENT
BULL. ENTOMOL. RES.,BULLETIN OF ENTOMOLOGICAL RESEARCH
BULL. ENTOMOL. SOC. AM.,BULLETIN OF THE ENTOMOLOGICAL SOCIETY OF AMERICA
BULL. ENVIRON. CONTAM. TOXICOL.,BULLETIN OF ENVIRONMENT CONTAMINATION AND TOXICOLOGY
BULL. EUR. CERAM. SOC.,BULLETIN OF THE EUROPEAN CERAMIC SOCIETY
BULL. EXP. BIOL. MED.,BULLETIN OF EXPERIMENTAL BIOLOGY AND MEDICINE
BULL. FAC. PHARM. CAIRO UNIV.,"BULLETIN OF FACULTY OF PHARMACY, CAIRO UNIVERSITY"
BULL. GEOL. SOC. CHINA,BULLETIN OF THE GEOLOGICAL SOCIETY OF CHINA
BULL. GEOL. SOC. DEN.,BULLETIN OF THE GEOLOGICAL SOCIETY OF DENMARK
BULL. GLACIOL. RES.,BULLETIN OF GLACIOLOGICAL RESEARCH
BULL. HIST. CHEM.,BULLETIN FOR THE HISTORY OF CHEMISTRY
BULL. INDIAN VAC. SOC.,BULLETIN OF THE INDIAN VACUUM SOCIETY
BULL. INST. MIN. METALL.,BULLETIN INSTITUTE OF MINING AND METALLURGY
BULL. INST. PASTEUR,BULLETIN DE L'INSTITUT PASTEUR
BULL. INT. ASSOC. ENG. GEOL.,BULLETIN OF THE INTERNATIONAL ASSOCIATION OF ENGINEERING GEOLOGY
BULL. INT. DAIRY ASSOC.,BULLETIN OF THE INTERNATIONAL DAIRY ASSOCIATION
BULL. KOREAN CHEM. SOC.,BULLETIN OF THE KOREAN CHEMICAL SOCIETY
BULL. LONDON MATH. SOC.,BULLETIN OF THE LONDON MATHEMATICAL SOCIETY
BULL. MAR. SCI.,BULLETIN OF MARINE SCIENCE
BULL. MATER. SCI.,BULLETIN OF MATERIALS SCIENCE
BULL. MATH. BIOL.,BULLETIN OF MATHEMATICAL BIOLOGY
BULL. MATH. SCI,BULLETIN OF MATHEMATICAL SCIENCES
BULL. MUS. COMP. ZOOL.,BULLETIN OF THE MUSEUM OF COMPARATIVE ZOOLOGY
BULL. N. Y. ACAD. MED,BULLETIN OF THE NEW YORK ACADEMY OF MEDICINE
BULL. NOR. GEOL. UNDERS.,BULLETIN NORGES GEOLOGISKE UNDERSOEKELS
BULL. PEABODY MUS. NAT. HIST.,BULLETIN OF THE PEABODY MUSEUM OF NATURAL HISTORY
BULL. POL. ACAD. SCI. TECH. SCI.,BULLETIN OF THE POLISH ACADEMY OF SCIENCES TECHNICAL SCIENCES
"BULL. POL. ACAD. SCI., CHEM.",BULLETIN OF THE POLISH ACADEMY OF SCIENCES CHEMISTRY
BULL. SCI. MATH.,BULLETIN DES SCIENCES MATHEMATIQUES
BULL. SEISMOL. SOC. AM.,BULLETIN OF THE SEISMOLOGICAL SOCIETY OF AMERICA
BULL. SOC PATHOL. EXOT.,BULLETIN DE LA SOCIETE DE PATHOLOGIE EXOTIQUE
BULL. SOC. CHIM. BELG.,BULLETIN DES SOCIETES CHIMIQUES BELGES
BULL. SOC. CHIM. FR.,BULLETIN DE LA SOCIETE CHIMIQUE DE FRANCE
BULL. SOC. FR. PHYS.,BULLETIN DE LA SOCIETE FRANCAISE DE PHYSIQUE
BULL. SOC. GEOL. FR.,BULLETIN DE LA SOCIETE GEOLOGIQUE DE FRANCE
BULL. SOC. VAC. COATERS,BULLETIN - SOCIETY OF VACUUM COATERS
BULL. SOUTH. CALIF. ACAD. SCI.,BULLETIN OF THE SOUTHERN CALIFORNIA ACADEMY OF SCIENCES
BULL. SYMB. LOG.,BULLETIN OF SYMBOLIC LOGIC
BULL. VOLCANOL.,BULLETIN OF VOLCANOLOGY
BULL. ZOOL. NOMENCL.,BULLETIN OF ZOOLOGICAL NOMENCLATURE
BUR. MINES INF. CIRC.,BUREAU OF MINES INFORMATION CIRCULAR
BUR. MINES REP. INVEST.,BUREAU OF MINES REPORT OF INVESTIGATIONS
BURNOUT RES.,BURNOUT RESEARCH
"C.R. ACAD. SCI., SER. IIA: SCI. TERRE PLANETS",COMPTES RENDUS DE L' ACADEMIE DES SCIENCES SERIE IIA:SCIENCES DE LA TERRE ET DES PLANETS
"C.R. ACAD. SCI., SER. IIB: MEC., PHYS., CHIM., ASTRON.",COMPTES RENDUS DE L' ACADEMIE DES SCIENCES SERIE IIB:MECANIQUE PHYSIQUE CHIMIE ASTRONOMIE
"C.R. ACAD. SCI., SER. IIC: CHIM.",COMPTES RENDUS DE L' ACADEMIE DES SCIENCES SERIE IIC:CHEMIE
"C.R. ACAD. SCI., SER. III",COMPTES RENDUS DE L' ACADEMIE DES SCIENCES SERIE III: SCIENCES DE LA VIE
C.R. BIOL.,COMPTES RENDUS BIOLOGIES
C.R. CHIM.,COMPTES RENDUS CHIMIE
C.R. GEOSCI.,COMPTES RENDUS GEOSCIENCE
C.R. HEBD. SEANCES ACAD. SCI.,COMPTES RENDUS HEBDOMADAIRES DES SEANCES DE L'ACADEMIE DES SCIENCES
C.R. MATH.,COMPTES RENDUS MATHEMATIQUE
C.R. MEC.,COMPTES RENDUS MECANIQUE
C.R. PALEVOL,COMPTES RENDUS PALEVOL
C.R. PHYS.,COMPTES RENDUS PHYSIQUE
CAAI TRANS. INTELL. TECHNOL.,CAAI TRANSACTIONS ON INTELLIGENCE TECHNOLOGY
CABI AGRIC. BIOSCI.,CABI AGRICULTURE AND BIOSCIENCE
CAH. INF. TECH./REV METALL,CAHIERS D'INFORMATIONS TECHNIQUES / REVUE DE METALLURGIE
CAH. NUTR. DIET.,CAHIERS DE NUTRITION ET DE DIETETIQUE
CALC. VAR. PARTIAL DIFFER. EQUATIONS,CALCULUS OF VARIATIONS AND PARTIAL DIFFERENTIAL EQUATIONS
CALCIF. TISSUE INT.,CALCIFIED TISSUE INTERNATIONAL
CALIF. AGRIC.,CALIFORNIA AGRICULTURE
CALIF. ARCHAEOL.,CALIFORNIA ARCHAEOLOGY
CALPHAD,CALPHAD - COMPUTER COUPLING OF PHASE DIAGRAMS AND THERMOCHEMISTRY
CAMBRIDGE ARCHAEOL. J.,CAMBRIDGE ARCHAEOLOGICAL JOURNAL
CAMBRIDGE J. MATH.,CAMBRIDGE JOURNAL OF MATHEMATICS
CAMBRIDGE UNIV. MED. SOC. MAG.,CAMBRIDGE UNIVERSITY MEDICAL SOCIETY MAGAZINE
CAN. AGRIC. ENG.,CANADIAN AGRICULTURAL ENGINEERING
CAN. APPL. MATH. Q.,CANADIAN APPLIED MATHEMATICS QUARTERLY
CAN. ASSOC. RADIOL. J.,CANADIAN ASSOCIATION OF RADIOLOGISTS JOURNAL
CAN. BEE J.,CANADIAN BEE JOURNAL
CAN. BIOSYST. ENG.,CANADIAN BIOSYSTEMS ENGINEERING
CAN. CERAM. Q.,CANADIAN CERAMICS QUARTERLY
CAN. CHEM. PROCESS.,CANADIAN CHEMICAL PROCESSING
CAN. ENTOMOL.,CANADIAN ENTOMOLOGIST
CAN. FIELD-NAT.,CANADIAN FIELD-NATURALIST
CAN. GEOGR.,CANADIAN GEOGRAPHER
CAN. INST. FOOD SCI. TECHNOL. J.,CANADIAN INSTITUTE OF FOOD SCIENCE AND TECHNOLOGY JOURNAL
CAN. INST. FOOD TECHNOL. J.,CANADIAN INSTITUTE OF FOOD TECHNOLOGY JOURNAL
CAN. J. ADDICT.,CANADIAN JOURNAL OF ADDICTION
CAN. J. AFR. STUD.,CANADIAN JOURNAL OF AFRICAN STUDIES
CAN. J. AGING,CANADIAN JOURNAL ON AGING
CAN. J. AGR. SCI.,CANADIAN JOURNAL OF AGRICULTURAL SCIENCE
CAN. J. AGRIC. ECON.,CANADIAN JOURNAL OF AGRICULTURAL ECONOMICS
CAN. J. ANAESTH.,CANADIAN JOURNAL OF ANAESTHESIA
CAN. J. ANAL. SCI. SPECTROS.,CANADIAN JOURNAL OF ANALYTICAL SCIENCES AND SPECTROSCOPY
CAN. J. ANIM. SCI.,CANADIAN JOURNAL OF ANIMAL SCIENCE
CAN. J. APPL. PHYSIOL.,CANADIAN JOURNAL OF APPLIED PHYSIOLOGY
CAN. J. APPL. SCI.,CANADIAN JOURNAL OF APPLIED SCIENCES
CAN. J. APPL. SPECTROSC.,CANADIAN JOURNAL OF APPLIED SPECTROSCOPY
CAN. J. APPL. SPORT SCI.,CANADIAN JOURNAL OF APPLIED SPORT SCIENCES
CAN. J. BEHAV. SCI.,CANADIAN JOURNAL OF BEHAVIOURAL SCIENCE
CAN. J. BIOCHEM.,CANADIAN JOURNAL OF BIOCHEMISTRY
CAN. J. BIOCHEM. CELL BIOL.,CANADIAN JOURNAL OF BIOCHEMISTRY AND CELL BIOLOGY
CAN. J. BOT.,CANADIAN JOURNAL OF BOTANY
CAN. J. CARDIOL,CANADIAN JOURNAL OF CARDIOLOGY
CAN. J. CHEM.,CANADIAN JOURNAL OF CHEMISTRY
CAN. J. CHEM. ENG.,CANADIAN JOURNAL OF CHEMICAL ENGINEERING
CAN. J. CIV. ENG.,CANADIAN JOURNAL OF CIVIL ENGINEERING
CAN. J. COMP. MED.,CANADIAN JOURNAL OF COMPARATIVE MEDICINE
CAN. J. COMP. MED. VET. SCI.,CANADIAN JOURNAL OF COMPARATIVE MEDICINE AND VETERINARY SCIENCE
CAN. J. DIABETES,CANADIAN JOURNAL OF DIABETES
CAN. J. DIET. PRACT. RES.,CANADIAN JOURNAL OF DIETETIC PRACTICE AND RESEARCH
CAN. J. EARTH SCI.,CANADIAN JOURNAL OF EARTH SCIENCES
CAN. J. ELECTR. COMPUT. ENG.,CANADIAN JOURNAL OF ELECTRICAL AND COMPUTER ENGINEERING
CAN. J. EMERGENCY MED.,CANADIAN JOURNAL OF EMERGENCY MEDICINE
CAN. J. FISH. AQUAT.SCI.,CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES
CAN. J. FOR. RES.,CANADIAN JOURNAL OF FOREST RESEARCH
CAN. J. GASTROENTEROL. HEPATOL.,CANADIAN JOURNAL OF GASTROENTEROLOGY AND HEPATOLOGY
CAN. J. GENET. CYTOL.,CANADIAN JOURNAL OF GENETICS AND CYTOLOGY
CAN. J. HOSP. PHARM.,CANADIAN JOURNAL OF HOSPITAL PHARMACY
CAN. J. INFECT. DIS. MED. MICROBIOL.,CANADIAN JOURNAL OF INFECTIOUS DISEASES AND MEDICAL MICROBIOLOGY
CAN. J. KIDNEY HEALTH DIS.,CANADIAN JOURNAL OF KIDNEY HEALTH AND DISEASE
CAN. J. LAW SOC.,CANADIAN JOURNAL OF LAW AND SOCIETY
CAN. J. LING.,CANADIAN JOURNAL OF LINGUISTICS
CAN. J. MATH.,CANADIAN JOURNAL OF MATHEMATICS
CAN. J. MED. RADIAT. TECHNOL.,CANADIAN JOURNAL OF MEDICAL RADIATION TECHNOLOGY
CAN. J. MED. SCI.,CANADIAN JOURNAL OF MEDICAL SCIENCES
CAN. J. MED. SURG.,CANADIAN JOURNAL OF MEDICINE AND SURGERY
CAN. J. MED. TECHNOL.,CANADIAN JOURNAL OF MEDICAL TECHNOLOGY
CAN. J. MICROBIOL.,CANADIAN JOURNAL OF MICROBIOLOGY
CAN. J. NEUROL.,CANADIAN JOURNAL OF NEUROLOGY
CAN. J. NEUROL. SCI.,CANADIAN JOURNAL OF NEUROLOGICAL SCIENCES
CAN. J. NURS. RES.,CANADIAN JOURNAL OF NURSING RESEARCH
CAN. J. OCCUP. THER.,CANADIAN JOURNAL OF OCCUPATIONAL THERAPY
CAN. J. OPHTHALMOL.,CANADIAN JOURNAL OF OPHTHALMOLOGY
CAN. J. PAIN,CANADIAN JOURNAL OF PAIN
CAN. J. PHARM. SCI.,CANADIAN JOURNAL OF PHARMACEUTICAL SCIENCES
CAN. J. PHYS.,CANADIAN JOURNAL OF PHYSICS
CAN. J. PHYSIOL. PHARMACOL.,CANADIAN JOURNAL OF PHYSIOLOGY AND PHARMACOLOGY
CAN. J. PLANT. PATHOL.,CANADIAN JOURNAL OF PLANT PATHOLOGY
CAN. J. PLANT. SCI.,CANADIAN JOURNAL OF PLANT SCIENCE
CAN. J. PLAST. SURG.,CANADIAN JOURNAL OF PLASTIC SURGERY
CAN. J. PSYCHIATRY,CANADIAN JOURNAL OF PSYCHIATRY
CAN. J. PUBLIC HEALTH,CANADIAN JOURNAL OF PUBLIC HEALTH
CAN. J. PURE APPL. SCI.,CANADIAN JOURNAL OF PURE & APPLIED SCIENCE
CAN. J. REG. SCI.,CANADIAN JOURNAL OF REGIONAL SCIENCE
CAN. J. REMOTE SENS.,CANADIAN JOURNAL OF REMOTE SENSING
CAN. J. RES.,CANADIAN JOURNAL OF RESEARCH
CAN. J. RESPIR. CRIT. CARE SLEEP MED.,"CANADIAN JOURNAL OF RESPIRATORY, CRITICAL CARE, AND SLEEP MEDICINE"
CAN. J. SCI. MATH. TECHNOL. EDUC.,"CANADIAN JOURNAL OF SCIENCE, MATHEMATICS AND TECHNOLOGY EDUCATION"
CAN. J. SOIL SCI.,CANADIAN JOURNAL OF SOIL SCIENCE
CAN. J. SPECTROSC.,CANADIAN JOURNAL OF SPECTROSCOPY
CAN. J. SPORT SCI.,CANADIAN JOURNAL OF SPORT SCIENCE
CAN. J. STAT.,CANADIAN JOURNAL OF STATISTICS
CAN. J. SURG.,CANADIAN JOURNAL OF SURGERY
CAN. J. URBAN RES.,CANADIAN JOURNAL OF URBAN RESEARCH
CAN. J. VET. RES.,CANADIAN JOURNAL OF VETERINARY RESEARCH
CAN. J. ZOOL.,CANADIAN JOURNAL OF ZOOLOGY
CAN. MATH. BULL.,CANADIAN MATHEMATICAL BULLETIN
CAN. MED. ASSOC. J.,CANADIAN MEDICAL ASSOCIATION JOURNAL
CAN. METALL. Q.,CANADIAN METALLURGICAL QUARTERLY
CAN. MIN. J.,CANADIAN MINING JOURNAL
CAN. MINERAL.,CANADIAN MINERALOGIST
CAN. PHARM. J.,CANADIAN PHARMACISTS JOURNAL
CAN. RESPIR. J.,CANADIAN RESPIRATORY JOURNAL
CAN. SOC. FORENSIC SCI. J.,CANADIAN SOCIETY OF FORENSIC SCIENCE JOURNAL
CAN. WATER RESOUR. J.,CANADIAN WATER RESOURCES JOURNAL
CAN. YOUNG SCI. J.,CANADIAN YOUNG SCIENTIST JOURNAL
CANCER BIOL. THER.,CANCER BIOLOGY & THERAPY
CANCER BIOMARKERS,CANCER BIOMARKERS
CANCER BIOTHER. RADIOPHARM.,CANCER BIOTHERAPY AND RADIOPHARMACEUTICALS
CANCER CHEMOTHER. PHARMACOL.,CANCER CHEMOTHERAPHY AND PHARMACOLOGY
CANCER GENET. CYTOGENET.,CANCER GENETICS AND CYTOGENETICS
CANCER INF.,CANCER INFORMATICS
CANCER METAB.,CANCER & METABOLISM
CANCER NANOTECHNOL.,CANCER NANOTECHNOLOGY
CANINE GENET. EPIDEMIOL.,CANINE GENETICS AND EPIDEMIOLOGY
CANINE MED. GENET.,CANINE MEDICINE AND GENETICS
CANNABIS CANNABINOID RES.,CANNABIS AND CANNABINOID RESEARCH
CARBOHYDR. CHEM.,CARBOHYDRATE CHEMISTRY
CARBOHYDR. LETT.,CARBOHYDRATE LETTERS
CARBOHYDR. POLYM.,CARBOHYDRATE POLYMERS
CARBOHYDR. POLYM. TECHNOL. APPL.,CARBOHYDRATE POLYMER TECHNOLOGIES AND APPLICATIONS
CARBOHYDR. RES.,CARBOHYDRATE RESEARCH
CARBON BALANCE MANAGE.,CARBON BALANCE AND MANAGEMENT
CARBON ENERGY,CARBON ENERGY
CARBON LETT.,CARBON LETTERS
CARBON MANAGE.,CARBON MANAGEMENT
CARBON RESOUR. CONVERS.,CARBON RESOURCES CONVERSION
CARBON TRENDS,CARBON TRENDS
CARBONATES EVAPORITES,CARBONATES AND EVAPORITES
CARDIOVASC. DRUG REV.,CARDIOVASCULAR DRUG REVIEWS
CARDIOVASC. PATHOL.,CARDIOVASCULAR PATHOLOGY
CARDIOVASC. THER.,CARDIOVASCULAR THERAPEUTICS
CARDIOVASC. TOXICOL.,CARDIOVASCULAR TOXICOLOGY
CARIBB. J. SCI.,CARIBBEAN JOURNAL OF SCIENCE
CARPATHIAN J. FOOD SCI. TECHNOL.,CARPATHIAN JOURNAL OF FOOD SCIENCE AND TECHNOLOGY
CARPATHIAN J. MATH.,CARPATHIAN JOURNAL OF MATHEMATICS
CASE REP. GENET.,CASE REPORTS IN GENETICS
CASE STUD. CHEM. ENVIRON. ENG.,CASE STUDIES IN CHEMICAL AND ENVIRONMENTAL ENGINEERING
CASE STUD. CONSTR. MATER.,CASE STUDIES IN CONSTRUCTION MATERIALS
CASE STUD. ENG. FAIL. ANAL.,CASE STUDIES IN ENGINEERING FAILURE ANALYSIS
CASE STUD. ENVIRON.,CASE STUDIES IN THE ENVIRONMENT
CASE STUD. FIRE SAF.,CASE STUDIES IN FIRE SAFETY
CASE STUD. MECH. SYST. SIGNAL PROCESS.,CASE STUDIES IN MECHANICAL SYSTEMS AND SIGNAL PROCESSING
CASE STUD. NONDESTR.TEST. EVAL.,CASE STUDIES IN NONDESTRUCTIVE TESTING AND EVALUATION
CASE STUD. STRUCT. ENG.,CASE STUDIES IN STRUCTURAL ENGINEERING
CASE STUD. THERM. ENG.,CASE STUDIES IN THERMAL ENGINEERING
CASE STUD. TRANSP. POLICY,CASE STUDIES IN TRANSPORT POLICY
CATAL. COMMUN.,CATALYSIS COMMUNICATIONS
CATAL. GREEN CHEM. ENG.,CATALYSIS IN GREEN CHEMISTRY AND ENGINEERING
CATAL. IND.,CATALYSIS IN INDUSTRY
CATAL. LETT.,CATALYSIS LETTERS
CATAL. REV. SCI. ENG.,CATALYSIS REVIEWS - SCIENCE AND ENGINEERING
CATAL. SCI. TECHNOL.,CATALYSIS SCIENCE & TECHNOLOGY
CATAL. STRUCT. REACT.,"CATALYSIS, STRUCTURE & REACTIVITY"
CATAL. SURV. ASIA,CATALYSIS SURVEYS FROM ASIA
CATAL. SURV. JPN.,CATALYSIS SURVEYS FROM JAPAN
CATAL. SUSTAINABLE ENERGY,CATALYSIS FOR SUSTAINABLE ENERGY
CATAL. TODAY,CATALYSIS TODAY
CCS CHEM.,CCS CHEMISTRY
CELESTIAL MECH. DYN. ASTRON.,CELESTIAL MECHANICS AND DYNAMIC ASTRONOMY
CELL ADHES. MIGR.,CELL ADHESION & MIGRATION
CELL BIOCHEM. BIOPHYS.,CELL BIOCHEMISTRY AND BIOPHYSICS
CELL BIOCHEM. FUNCT.,CELL BIOCHEMISTRY AND FUNCTION
CELL BIOL. INT.,CELL BIOLOGY INTERNATIONAL
CELL BIOL. INT. REP.,CELL BIOLOGY INTERNATIONAL REPORTS
CELL BIOSCI.,CELL & BIOSCIENCE
CELL CHEM. BIOL.,CELL CHEMICAL BIOLOGY
CELL DEATH DIFFER.,CELL DEATH AND DIFFERENTIATION
CELL DEATH DIS.,CELL DEATH AND DISEASE
CELL DEATH DISCOVERY,CELL DEATH DISCOVERY
CELL DIFFER. DEV.,CELL DIFFERENTIATION AND DEVELOPMENT
CELL DISCOVERY,CELL DISCOVERY
CELL HOST MICROBE,CELL HOST & MICROBE
CELL MED.,CELL MEDICINE
